rect/0.jpg; ((13, 3), (46, 12), (58, 44), (4, 52))
rect/1.jpg; ((15, 6), (45, 19), (44, 59), (7, 53))
rect/2.jpg; ((17, 14), (50, 14), (63, 58), (16, 46))
rect/3.jpg; ((8, 11), (55, 17), (46, 59), (10, 61))
rect/4.jpg; ((13, 15), (56, 0), (60, 50), (0, 49))
rect/5.jpg; ((7, 19), (51, 6), (58, 62), (11, 58))
rect/6.jpg; ((12, 1), (63, 15), (47, 63), (15, 60))
rect/7.jpg; ((6, 11), (50, 15), (54, 59), (15, 60))
rect/8.jpg; ((4, 5), (54, 17), (56, 47), (7, 56))
rect/9.jpg; ((2, 7), (45, 7), (48, 61), (5, 61))
rect/10.jpg; ((7, 14), (49, 19), (57, 61), (5, 59))
rect/11.jpg; ((5, 13), (45, 12), (45, 63), (6, 54))
rect/12.jpg; ((15, 3), (45, 0), (48, 61), (14, 56))
rect/13.jpg; ((0, 5), (55, 0), (53, 47), (17, 44))
rect/14.jpg; ((15, 15), (62, 9), (61, 44), (8, 61))
rect/15.jpg; ((13, 6), (46, 6), (60, 50), (5, 58))
rect/16.jpg; ((4, 9), (54, 11), (52, 53), (16, 50))
rect/17.jpg; ((13, 3), (54, 18), (44, 62), (18, 44))
rect/18.jpg; ((3, 11), (47, 3), (50, 47), (7, 46))
rect/19.jpg; ((0, 10), (57, 10), (60, 55), (4, 53))
rect/20.jpg; ((12, 15), (59, 4), (50, 60), (3, 47))
rect/21.jpg; ((11, 3), (45, 3), (50, 58), (8, 58))
rect/22.jpg; ((13, 7), (54, 9), (55, 62), (5, 44))
rect/23.jpg; ((12, 3), (47, 7), (61, 46), (17, 54))
rect/24.jpg; ((16, 2), (58, 9), (54, 63), (19, 53))
rect/25.jpg; ((8, 9), (48, 15), (62, 46), (0, 52))
rect/26.jpg; ((14, 4), (49, 2), (51, 46), (8, 48))
rect/27.jpg; ((10, 4), (56, 1), (60, 58), (5, 56))
rect/28.jpg; ((6, 6), (45, 13), (49, 52), (3, 61))
rect/29.jpg; ((1, 17), (52, 9), (60, 57), (4, 61))
